Plants, soil_type,group,treat,subgroup,genotype,weight
1,DS,DT,S,DT_S,cpc,122.9
2,DS,DT,S,DT_S,cpc,106.9
3,DS,DT,S,DT_S,cpc,116.9
4,DS,DT,S,DT_S,cpc,99.6
5,DS,DT,S,DT_S,cpc,66.9
6,DS,DT,S,DT_S,cpc,157.8
7,DS,DT,S,DT_S,cpc,160.2
8,DS,DT,S,DT_S,cpc,179.9
9,DS,DT,S,DT_S,cpc,59.9
10,DS,DT,S,DT_S,cpc,157.7
11,DS,DT,S,DT_S,cpc,84.8
12,DS,DT,S,DT_S,cpc,191
13,DS,DT,S,DT_S,cpc,151.5
14,DS,DT,S,DT_S,cpc,94.4
15,DS,DT,S,DT_S,cpc,151.7
16,DS,DT,S,DT_S,cpc,172.7
17,DS,DT,S,DT_S,cpc,89.8
18,DS,DT,S,DT_S,cpc,235.7
19,DS,DT,S,DT_S,cpc,160.2
20,DS,DT,S,DT_S,cpc,146.3
21,DS,DT,S,DT_S,wer,138.7
22,DS,DT,S,DT_S,wer,132.9
23,DS,DT,S,DT_S,wer,100.4
24,DS,DT,S,DT_S,wer,147.3
25,DS,DT,S,DT_S,wer,150.6
26,DS,DT,S,DT_S,wer,120.1
27,DS,DT,S,DT_S,wer,144
28,DS,DT,S,DT_S,wer,94.9
29,DS,DT,S,DT_S,wer,163.9
30,DS,DT,S,DT_S,wer,177.8
31,DS,DT,S,DT_S,wer,153.1
32,DS,DT,S,DT_S,wer,174.7
33,DS,DT,S,DT_S,wer,167.4
34,DS,DT,S,DT_S,wer,155.3
35,DS,DT,S,DT_S,wer,111.9
36,DS,DT,S,DT_S,wer,163.4
37,DS,DT,S,DT_S,wer,182.8
38,DS,DT,S,DT_S,wer,151.2
39,DS,DT,S,DT_S,wer,116.8
40,DS,DT,S,DT_S,wer,160.8
41,DS,DT,S,DT_S,rhd7,195.1
42,DS,DT,S,DT_S,rhd7,255.3
43,DS,DT,S,DT_S,rhd7,146.5
44,DS,DT,S,DT_S,rhd7,153.5
45,DS,DT,S,DT_S,rhd7,152
46,DS,DT,S,DT_S,rhd7,112.5
47,DS,DT,S,DT_S,rhd7,209.1
48,DS,DT,S,DT_S,rhd7,241.7
49,DS,DT,S,DT_S,rhd7,146.2
50,DS,DT,S,DT_S,rhd7,189.2
51,DS,DT,S,DT_S,rhd7,133.9
52,DS,DT,S,DT_S,rhd7,198.3
53,DS,DT,S,DT_S,rhd7,148.3
54,DS,DT,S,DT_S,rhd7,121.9
55,DS,DT,S,DT_S,rhd7,156.9
56,DS,DT,S,DT_S,rhd7,160.3
57,DS,DT,S,DT_S,rhd7,216
58,DS,DT,S,DT_S,rhd7,204.4
59,DS,DT,S,DT_S,rhd7,151.8
60,DS,DT,S,DT_S,rhd7,146.5
61,DS,DT,S,DT_S,gl2,123.5
62,DS,DT,S,DT_S,gl2,106.9
63,DS,DT,S,DT_S,gl2,117.3
64,DS,DT,S,DT_S,gl2,124.6
65,DS,DT,S,DT_S,gl2,180.4
66,DS,DT,S,DT_S,gl2,215.8
67,DS,DT,S,DT_S,gl2,179.8
68,DS,DT,S,DT_S,gl2,176.1
69,DS,DT,S,DT_S,gl2,172.9
70,DS,DT,S,DT_S,gl2,188.7
71,DS,DT,S,DT_S,gl2,192.6
72,DS,DT,S,DT_S,gl2,147
73,DS,DT,S,DT_S,gl2,175.9
74,DS,DT,S,DT_S,gl2,216.4
75,DS,DT,S,DT_S,gl2,132.3
76,DS,DT,S,DT_S,gl2,190.1
77,DS,DT,S,DT_S,gl2,174.9
78,DS,DT,S,DT_S,gl2,216
79,DS,DT,S,DT_S,gl2,178.9
80,DS,DT,S,DT_S,gl2,146.8
81,DS,DT,S,DT_S,rsl2rsl4,232.3
82,DS,DT,S,DT_S,rsl2rsl4,172.3
83,DS,DT,S,DT_S,rsl2rsl4,180
84,DS,DT,S,DT_S,rsl2rsl4,208.2
85,DS,DT,S,DT_S,rsl2rsl4,185.4
86,DS,DT,S,DT_S,rsl2rsl4,233.3
87,DS,DT,S,DT_S,rsl2rsl4,178.9
88,DS,DT,S,DT_S,rsl2rsl4,217.2
89,DS,DT,S,DT_S,rsl2rsl4,152.5
90,DS,DT,S,DT_S,rsl2rsl4,112.4
91,DS,DT,S,DT_S,rsl2rsl4,162
92,DS,DT,S,DT_S,rsl2rsl4,163
93,DS,DT,S,DT_S,rsl2rsl4,150.4
94,DS,DT,S,DT_S,rsl2rsl4,208.4
95,DS,DT,S,DT_S,rsl2rsl4,161.3
96,DS,DT,S,DT_S,rsl2rsl4,114.7
97,DS,DT,S,DT_S,rsl2rsl4,209.1
98,DS,DT,S,DT_S,rsl2rsl4,245.7
99,DS,DT,S,DT_S,rsl2rsl4,259.6
100,DS,DT,S,DT_S,rsl2rsl4,153.4
101,DS,DT,S,DT_S,Col_0,107.4
102,DS,DT,S,DT_S,Col_0,173.3
103,DS,DT,S,DT_S,Col_0,218.4
104,DS,DT,S,DT_S,Col_0,116.3
105,DS,DT,S,DT_S,Col_0,175.7
106,DS,DT,S,DT_S,Col_0,163.3
107,DS,DT,S,DT_S,Col_0,121.6
108,DS,DT,S,DT_S,Col_0,127.1
109,DS,DT,S,DT_S,Col_0,151.6
110,DS,DT,S,DT_S,Col_0,154.7
111,DS,DT,S,DT_S,Col_0,124.4
112,DS,DT,S,DT_S,Col_0,118.1
113,DS,DT,S,DT_S,Col_0,108.6
114,DS,DT,S,DT_S,Col_0,117.5
115,DS,DT,S,DT_S,Col_0,97.9
116,DS,DT,S,DT_S,Col_0,123.3
117,DS,DT,S,DT_S,Col_0,188.4
118,DS,DT,S,DT_S,Col_0,120
119,DS,DT,S,DT_S,Col_0,74.3
120,DS,DT,S,DT_S,Col_0,110.5
121,DS,WT,S,WT_S,rhd7,217.6
122,DS,WT,S,WT_S,rhd7,327.4
123,DS,WT,S,WT_S,rhd7,303.3
124,DS,WT,S,WT_S,rhd7,182.9
125,DS,WT,S,WT_S,rhd7,303.9
126,DS,WT,S,WT_S,rhd7,285.7
127,DS,WT,S,WT_S,rhd7,236.5
128,DS,WT,S,WT_S,rhd7,281.1
129,DS,WT,S,WT_S,rhd7,240.6
130,DS,WT,S,WT_S,rhd7,235.4
131,DS,WT,S,WT_S,rhd7,321.5
132,DS,WT,S,WT_S,rhd7,316.2
133,DS,WT,S,WT_S,rhd7,277.5
134,DS,WT,S,WT_S,rhd7,323.8
135,DS,WT,S,WT_S,rhd7,316.9
136,DS,WT,S,WT_S,rhd7,178.3
137,DS,WT,S,WT_S,cpc,397
138,DS,WT,S,WT_S,cpc,380.1
139,DS,WT,S,WT_S,cpc,390.9
140,DS,WT,S,WT_S,cpc,147
141,DS,WT,S,WT_S,cpc,323.7
142,DS,WT,S,WT_S,cpc,301
143,DS,WT,S,WT_S,cpc,186.8
144,DS,WT,S,WT_S,cpc,283.6
145,DS,WT,S,WT_S,cpc,404.2
146,DS,WT,S,WT_S,cpc,206.2
147,DS,WT,S,WT_S,cpc,373.9
148,DS,WT,S,WT_S,cpc,305.4
149,DS,WT,S,WT_S,cpc,384.9
150,DS,WT,S,WT_S,cpc,365
151,DS,WT,S,WT_S,cpc,245.3
152,DS,WT,S,WT_S,cpc,340.5
153,DS,WT,S,WT_S,wer,240.3
154,DS,WT,S,WT_S,wer,254.3
155,DS,WT,S,WT_S,wer,321.8
156,DS,WT,S,WT_S,wer,201.7
157,DS,WT,S,WT_S,wer,296.8
158,DS,WT,S,WT_S,wer,333
159,DS,WT,S,WT_S,wer,291.6
160,DS,WT,S,WT_S,wer,331.8
161,DS,WT,S,WT_S,wer,270.2
162,DS,WT,S,WT_S,wer,250.1
163,DS,WT,S,WT_S,wer,262.6
164,DS,WT,S,WT_S,wer,230.3
165,DS,WT,S,WT_S,wer,296.5
166,DS,WT,S,WT_S,wer,297.9
167,DS,WT,S,WT_S,wer,272.2
168,DS,WT,S,WT_S,wer,279.2
169,DS,WT,S,WT_S,rsl2rsl4,367.8
170,DS,WT,S,WT_S,rsl2rsl4,245.4
171,DS,WT,S,WT_S,rsl2rsl4,349.9
172,DS,WT,S,WT_S,rsl2rsl4,328.9
173,DS,WT,S,WT_S,rsl2rsl4,318.6
174,DS,WT,S,WT_S,rsl2rsl4,310.7
175,DS,WT,S,WT_S,rsl2rsl4,331.7
176,DS,WT,S,WT_S,rsl2rsl4,351.4
177,DS,WT,S,WT_S,rsl2rsl4,239.5
178,DS,WT,S,WT_S,rsl2rsl4,334.8
179,DS,WT,S,WT_S,rsl2rsl4,347.9
180,DS,WT,S,WT_S,rsl2rsl4,325.4
181,DS,WT,S,WT_S,rsl2rsl4,297.9
182,DS,WT,S,WT_S,rsl2rsl4,255.5
183,DS,WT,S,WT_S,rsl2rsl4,342.4
184,DS,WT,S,WT_S,rsl2rsl4,324.5
185,DS,WT,S,WT_S,Col_0,382
186,DS,WT,S,WT_S,Col_0,168.6
187,DS,WT,S,WT_S,Col_0,248.3
188,DS,WT,S,WT_S,Col_0,275
189,DS,WT,S,WT_S,Col_0,289.7
190,DS,WT,S,WT_S,Col_0,372
191,DS,WT,S,WT_S,Col_0,323.7
192,DS,WT,S,WT_S,Col_0,309.2
193,DS,WT,S,WT_S,Col_0,263.3
194,DS,WT,S,WT_S,Col_0,320.6
195,DS,WT,S,WT_S,Col_0,300.1
196,DS,WT,S,WT_S,Col_0,258.8
197,DS,WT,S,WT_S,Col_0,347.6
198,DS,WT,S,WT_S,Col_0,301.5
199,DS,WT,S,WT_S,Col_0,322.4
200,DS,WT,S,WT_S,Col_0,250.7
201,DS,WT,S,WT_S,gl2,249.2
202,DS,WT,S,WT_S,gl2,279.6
203,DS,WT,S,WT_S,gl2,318.4
204,DS,WT,S,WT_S,gl2,346.1
205,DS,WT,S,WT_S,gl2,358.4
206,DS,WT,S,WT_S,gl2,299.6
207,DS,WT,S,WT_S,gl2,400.4
208,DS,WT,S,WT_S,gl2,279
209,DS,WT,S,WT_S,gl2,424.6
210,DS,WT,S,WT_S,gl2,314.9
211,DS,WT,S,WT_S,gl2,251.9
212,DS,WT,S,WT_S,gl2,306.3
213,DS,WT,S,WT_S,gl2,313.8
214,DS,WT,S,WT_S,gl2,347.5
215,DS,WT,S,WT_S,gl2,335.4
216,DS,WT,S,WT_S,gl2,343.4
217,DS,DT,NS,DT_NS,Col_0,197.1
218,DS,DT,NS,DT_NS,Col_0,110.5
219,DS,DT,NS,DT_NS,Col_0,140.9
220,DS,DT,NS,DT_NS,Col_0,218.8
221,DS,DT,NS,DT_NS,Col_0,87.7
222,DS,DT,NS,DT_NS,Col_0,119.3
223,DS,DT,NS,DT_NS,Col_0,128
224,DS,DT,NS,DT_NS,Col_0,130.1
225,DS,DT,NS,DT_NS,Col_0,162.6
226,DS,DT,NS,DT_NS,Col_0,146.2
227,DS,DT,NS,DT_NS,Col_0,197
228,DS,DT,NS,DT_NS,Col_0,89.8
229,DS,DT,NS,DT_NS,Col_0,87.3
230,DS,DT,NS,DT_NS,Col_0,181.7
231,DS,DT,NS,DT_NS,Col_0,105.9
232,DS,DT,NS,DT_NS,Col_0,114.1
233,DS,DT,NS,DT_NS,Col_0,105.2
234,DS,DT,NS,DT_NS,Col_0,147.6
235,DS,DT,NS,DT_NS,Col_0,141
236,DS,DT,NS,DT_NS,Col_0,197.9
237,DS,DT,NS,DT_NS,cpc,34.4
238,DS,DT,NS,DT_NS,cpc,216.4
239,DS,DT,NS,DT_NS,cpc,170.4
240,DS,DT,NS,DT_NS,cpc,160.2
241,DS,DT,NS,DT_NS,cpc,115
242,DS,DT,NS,DT_NS,cpc,127
243,DS,DT,NS,DT_NS,cpc,112
244,DS,DT,NS,DT_NS,cpc,202.9
245,DS,DT,NS,DT_NS,cpc,223.8
246,DS,DT,NS,DT_NS,cpc,129.6
247,DS,DT,NS,DT_NS,cpc,128.1
248,DS,DT,NS,DT_NS,cpc,126.5
249,DS,DT,NS,DT_NS,cpc,90.1
250,DS,DT,NS,DT_NS,cpc,150.5
251,DS,DT,NS,DT_NS,cpc,203.6
252,DS,DT,NS,DT_NS,cpc,135.5
253,DS,DT,NS,DT_NS,cpc,209.5
254,DS,DT,NS,DT_NS,cpc,234.5
255,DS,DT,NS,DT_NS,cpc,166
256,DS,DT,NS,DT_NS,cpc,175.4
257,DS,DT,NS,DT_NS,gl2,184.1
258,DS,DT,NS,DT_NS,gl2,152.3
259,DS,DT,NS,DT_NS,gl2,171.8
260,DS,DT,NS,DT_NS,gl2,89.8
261,DS,DT,NS,DT_NS,gl2,106.6
262,DS,DT,NS,DT_NS,gl2,114.5
263,DS,DT,NS,DT_NS,gl2,122.6
264,DS,DT,NS,DT_NS,gl2,165.7
265,DS,DT,NS,DT_NS,gl2,237.5
266,DS,DT,NS,DT_NS,gl2,192.8
267,DS,DT,NS,DT_NS,gl2,85.4
268,DS,DT,NS,DT_NS,gl2,128.9
269,DS,DT,NS,DT_NS,gl2,114.6
270,DS,DT,NS,DT_NS,gl2,148.9
271,DS,DT,NS,DT_NS,gl2,143.7
272,DS,DT,NS,DT_NS,gl2,182.1
273,DS,DT,NS,DT_NS,gl2,119.4
274,DS,DT,NS,DT_NS,gl2,166
275,DS,DT,NS,DT_NS,gl2,67.7
276,DS,DT,NS,DT_NS,gl2,82.5
277,DS,DT,NS,DT_NS,rsl2rsl4,328.5
278,DS,DT,NS,DT_NS,rsl2rsl4,305.5
279,DS,DT,NS,DT_NS,rsl2rsl4,244
280,DS,DT,NS,DT_NS,rsl2rsl4,268.5
281,DS,DT,NS,DT_NS,rsl2rsl4,191.7
282,DS,DT,NS,DT_NS,rsl2rsl4,186.6
283,DS,DT,NS,DT_NS,rsl2rsl4,129.5
284,DS,DT,NS,DT_NS,rsl2rsl4,201.2
285,DS,DT,NS,DT_NS,rsl2rsl4,173.3
286,DS,DT,NS,DT_NS,rsl2rsl4,192.1
287,DS,DT,NS,DT_NS,rsl2rsl4,238.6
288,DS,DT,NS,DT_NS,rsl2rsl4,108.6
289,DS,DT,NS,DT_NS,rsl2rsl4,181.1
290,DS,DT,NS,DT_NS,rsl2rsl4,211.3
291,DS,DT,NS,DT_NS,rsl2rsl4,170.5
292,DS,DT,NS,DT_NS,rsl2rsl4,216
293,DS,DT,NS,DT_NS,rsl2rsl4,141.8
294,DS,DT,NS,DT_NS,rsl2rsl4,228.5
295,DS,DT,NS,DT_NS,rsl2rsl4,196.4
296,DS,DT,NS,DT_NS,rsl2rsl4,217.7
297,DS,DT,NS,DT_NS,rhd7,137.7
298,DS,DT,NS,DT_NS,rhd7,121.2
299,DS,DT,NS,DT_NS,rhd7,130.4
300,DS,DT,NS,DT_NS,rhd7,123.1
301,DS,DT,NS,DT_NS,rhd7,59.9
302,DS,DT,NS,DT_NS,rhd7,159.5
303,DS,DT,NS,DT_NS,rhd7,202.2
304,DS,DT,NS,DT_NS,rhd7,152.9
305,DS,DT,NS,DT_NS,rhd7,166.1
306,DS,DT,NS,DT_NS,rhd7,142.3
307,DS,DT,NS,DT_NS,rhd7,183.9
308,DS,DT,NS,DT_NS,rhd7,121.3
309,DS,DT,NS,DT_NS,rhd7,151.8
310,DS,DT,NS,DT_NS,rhd7,168.9
311,DS,DT,NS,DT_NS,rhd7,156
312,DS,DT,NS,DT_NS,rhd7,107.1
313,DS,DT,NS,DT_NS,rhd7,160.2
314,DS,DT,NS,DT_NS,rhd7,205.1
315,DS,DT,NS,DT_NS,rhd7,190.6
316,DS,DT,NS,DT_NS,rhd7,103.3
317,DS,DT,NS,DT_NS,wer,187.2
318,DS,DT,NS,DT_NS,wer,161.3
319,DS,DT,NS,DT_NS,wer,177.6
320,DS,DT,NS,DT_NS,wer,89.8
321,DS,DT,NS,DT_NS,wer,156.3
322,DS,DT,NS,DT_NS,wer,132.7
323,DS,DT,NS,DT_NS,wer,143.8
324,DS,DT,NS,DT_NS,wer,144.8
325,DS,DT,NS,DT_NS,wer,125.3
326,DS,DT,NS,DT_NS,wer,204.3
327,DS,DT,NS,DT_NS,wer,162.8
328,DS,DT,NS,DT_NS,wer,168.9
329,DS,DT,NS,DT_NS,wer,64
330,DS,DT,NS,DT_NS,wer,154.3
331,DS,DT,NS,DT_NS,wer,180
332,DS,DT,NS,DT_NS,wer,139
333,DS,DT,NS,DT_NS,wer,98.2
334,DS,DT,NS,DT_NS,wer,152
335,DS,DT,NS,DT_NS,wer,213.1
336,DS,DT,NS,DT_NS,wer,129.4
337,DS,WT,NS,WT_NS,gl2,255
338,DS,WT,NS,WT_NS,gl2,357.9
339,DS,WT,NS,WT_NS,gl2,346.1
340,DS,WT,NS,WT_NS,gl2,265.5
341,DS,WT,NS,WT_NS,gl2,308.4
342,DS,WT,NS,WT_NS,gl2,298.8
343,DS,WT,NS,WT_NS,gl2,274.1
344,DS,WT,NS,WT_NS,gl2,385.3
345,DS,WT,NS,WT_NS,gl2,254.6
346,DS,WT,NS,WT_NS,gl2,389.6
347,DS,WT,NS,WT_NS,gl2,322.7
348,DS,WT,NS,WT_NS,gl2,340.1
349,DS,WT,NS,WT_NS,gl2,445.3
350,DS,WT,NS,WT_NS,gl2,315.8
351,DS,WT,NS,WT_NS,gl2,321.1
352,DS,WT,NS,WT_NS,gl2,335.3
353,DS,WT,NS,WT_NS,wer,233.9
354,DS,WT,NS,WT_NS,wer,266.5
355,DS,WT,NS,WT_NS,wer,266.6
356,DS,WT,NS,WT_NS,wer,227.2
357,DS,WT,NS,WT_NS,wer,324.8
358,DS,WT,NS,WT_NS,wer,244.6
359,DS,WT,NS,WT_NS,wer,227.4
360,DS,WT,NS,WT_NS,wer,250.9
361,DS,WT,NS,WT_NS,wer,277.6
362,DS,WT,NS,WT_NS,wer,261.4
363,DS,WT,NS,WT_NS,wer,203.9
364,DS,WT,NS,WT_NS,wer,247.4
365,DS,WT,NS,WT_NS,wer,172.7
366,DS,WT,NS,WT_NS,wer,289.9
367,DS,WT,NS,WT_NS,wer,281
368,DS,WT,NS,WT_NS,wer,225.7
369,DS,WT,NS,WT_NS,rhd7,261.3
370,DS,WT,NS,WT_NS,rhd7,253.5
371,DS,WT,NS,WT_NS,rhd7,210.5
372,DS,WT,NS,WT_NS,rhd7,283.3
373,DS,WT,NS,WT_NS,rhd7,319.3
374,DS,WT,NS,WT_NS,rhd7,234.7
375,DS,WT,NS,WT_NS,rhd7,209.9
376,DS,WT,NS,WT_NS,rhd7,253.4
377,DS,WT,NS,WT_NS,rhd7,178.8
378,DS,WT,NS,WT_NS,rhd7,246
379,DS,WT,NS,WT_NS,rhd7,322.2
380,DS,WT,NS,WT_NS,rhd7,443.3
381,DS,WT,NS,WT_NS,rhd7,178.7
382,DS,WT,NS,WT_NS,rhd7,251.7
383,DS,WT,NS,WT_NS,rhd7,325.6
384,DS,WT,NS,WT_NS,rhd7,378.5
385,DS,WT,NS,WT_NS,Col_0,283.3
386,DS,WT,NS,WT_NS,Col_0,327.7
387,DS,WT,NS,WT_NS,Col_0,377.4
388,DS,WT,NS,WT_NS,Col_0,329.6
389,DS,WT,NS,WT_NS,Col_0,345.9
390,DS,WT,NS,WT_NS,Col_0,389.8
391,DS,WT,NS,WT_NS,Col_0,420.5
392,DS,WT,NS,WT_NS,Col_0,343.4
393,DS,WT,NS,WT_NS,Col_0,284.1
394,DS,WT,NS,WT_NS,Col_0,170.4
395,DS,WT,NS,WT_NS,Col_0,258.5
396,DS,WT,NS,WT_NS,Col_0,231.9
397,DS,WT,NS,WT_NS,Col_0,280.3
398,DS,WT,NS,WT_NS,Col_0,340.1
399,DS,WT,NS,WT_NS,Col_0,340.9
400,DS,WT,NS,WT_NS,Col_0,291.9
401,DS,WT,NS,WT_NS,cpc,355.1
402,DS,WT,NS,WT_NS,cpc,293
403,DS,WT,NS,WT_NS,cpc,264.5
404,DS,WT,NS,WT_NS,cpc,355.3
405,DS,WT,NS,WT_NS,cpc,292.4
406,DS,WT,NS,WT_NS,cpc,405.2
407,DS,WT,NS,WT_NS,cpc,250.5
408,DS,WT,NS,WT_NS,cpc,285.9
409,DS,WT,NS,WT_NS,cpc,377.4
410,DS,WT,NS,WT_NS,cpc,287.6
411,DS,WT,NS,WT_NS,cpc,359.7
412,DS,WT,NS,WT_NS,cpc,309.6
413,DS,WT,NS,WT_NS,cpc,343.4
414,DS,WT,NS,WT_NS,cpc,251.2
415,DS,WT,NS,WT_NS,cpc,214.9
416,DS,WT,NS,WT_NS,cpc,219
417,DS,WT,NS,WT_NS,rsl2rsl4,423.3
418,DS,WT,NS,WT_NS,rsl2rsl4,322.8
419,DS,WT,NS,WT_NS,rsl2rsl4,263
420,DS,WT,NS,WT_NS,rsl2rsl4,277.9
421,DS,WT,NS,WT_NS,rsl2rsl4,454.1
422,DS,WT,NS,WT_NS,rsl2rsl4,229.2
423,DS,WT,NS,WT_NS,rsl2rsl4,212.4
424,DS,WT,NS,WT_NS,rsl2rsl4,268.8
425,DS,WT,NS,WT_NS,rsl2rsl4,351.7
426,DS,WT,NS,WT_NS,rsl2rsl4,261
427,DS,WT,NS,WT_NS,rsl2rsl4,236.3
428,DS,WT,NS,WT_NS,rsl2rsl4,430.1
429,DS,WT,NS,WT_NS,rsl2rsl4,205
430,DS,WT,NS,WT_NS,rsl2rsl4,317.6
431,DS,WT,NS,WT_NS,rsl2rsl4,321.2
432,DS,WT,NS,WT_NS,rsl2rsl4,230.1
433,HS,DT,S,DT_S,cpc,103.7
434,HS,DT,S,DT_S,cpc,104.5
435,HS,DT,S,DT_S,cpc,111.3
436,HS,DT,S,DT_S,cpc,82.5
437,HS,DT,S,DT_S,cpc,137.1
438,HS,DT,S,DT_S,cpc,145.6
439,HS,DT,S,DT_S,cpc,132.2
440,HS,DT,S,DT_S,cpc,146.9
441,HS,DT,S,DT_S,cpc,100
442,HS,DT,S,DT_S,cpc,125.6
443,HS,DT,S,DT_S,cpc,139.8
444,HS,DT,S,DT_S,cpc,129.2
445,HS,DT,S,DT_S,cpc,109.6
446,HS,DT,S,DT_S,cpc,151.7
447,HS,DT,S,DT_S,cpc,164.7
448,HS,DT,S,DT_S,cpc,118.6
449,HS,DT,S,DT_S,cpc,109
450,HS,DT,S,DT_S,cpc,141.8
451,HS,DT,S,DT_S,cpc,136.7
452,HS,DT,S,DT_S,cpc,138.6
453,HS,DT,S,DT_S,wer,116.2
454,HS,DT,S,DT_S,wer,99.5
455,HS,DT,S,DT_S,wer,114.5
456,HS,DT,S,DT_S,wer,113
457,HS,DT,S,DT_S,wer,87.4
458,HS,DT,S,DT_S,wer,108.3
459,HS,DT,S,DT_S,wer,88.5
460,HS,DT,S,DT_S,wer,110.5
461,HS,DT,S,DT_S,wer,124.1
462,HS,DT,S,DT_S,wer,121.5
463,HS,DT,S,DT_S,wer,123
464,HS,DT,S,DT_S,wer,105.8
465,HS,DT,S,DT_S,wer,113.1
466,HS,DT,S,DT_S,wer,122.9
467,HS,DT,S,DT_S,wer,138.4
468,HS,DT,S,DT_S,wer,107.8
469,HS,DT,S,DT_S,wer,86.4
470,HS,DT,S,DT_S,wer,94.9
471,HS,DT,S,DT_S,wer,96.3
472,HS,DT,S,DT_S,wer,130.4
473,HS,DT,S,DT_S,rhd7,118.7
474,HS,DT,S,DT_S,rhd7,151.2
475,HS,DT,S,DT_S,rhd7,136.9
476,HS,DT,S,DT_S,rhd7,128.5
477,HS,DT,S,DT_S,rhd7,104.6
478,HS,DT,S,DT_S,rhd7,125.2
479,HS,DT,S,DT_S,rhd7,143.7
480,HS,DT,S,DT_S,rhd7,166.2
481,HS,DT,S,DT_S,rhd7,133.5
482,HS,DT,S,DT_S,rhd7,117.6
483,HS,DT,S,DT_S,rhd7,118.8
484,HS,DT,S,DT_S,rhd7,87.6
485,HS,DT,S,DT_S,rhd7,161.7
486,HS,DT,S,DT_S,rhd7,120
487,HS,DT,S,DT_S,rhd7,114.2
488,HS,DT,S,DT_S,rhd7,187.6
489,HS,DT,S,DT_S,rhd7,129
490,HS,DT,S,DT_S,rhd7,121.8
491,HS,DT,S,DT_S,rhd7,120.8
492,HS,DT,S,DT_S,rhd7,134.3
493,HS,DT,S,DT_S,gl2,97.6
494,HS,DT,S,DT_S,gl2,104.6
495,HS,DT,S,DT_S,gl2,92.4
496,HS,DT,S,DT_S,gl2,105.1
497,HS,DT,S,DT_S,gl2,105.7
498,HS,DT,S,DT_S,gl2,122.7
499,HS,DT,S,DT_S,gl2,104.9
500,HS,DT,S,DT_S,gl2,85.4
501,HS,DT,S,DT_S,gl2,100.6
502,HS,DT,S,DT_S,gl2,104.2
503,HS,DT,S,DT_S,gl2,101.7
504,HS,DT,S,DT_S,gl2,117.6
505,HS,DT,S,DT_S,gl2,117.6
506,HS,DT,S,DT_S,gl2,138.7
507,HS,DT,S,DT_S,gl2,111.9
508,HS,DT,S,DT_S,gl2,118.5
509,HS,DT,S,DT_S,gl2,72.4
510,HS,DT,S,DT_S,gl2,94.4
511,HS,DT,S,DT_S,gl2,92.3
512,HS,DT,S,DT_S,gl2,89.2
513,HS,DT,S,DT_S,rsl2rsl4,131.3
514,HS,DT,S,DT_S,rsl2rsl4,164
515,HS,DT,S,DT_S,rsl2rsl4,138.7
516,HS,DT,S,DT_S,rsl2rsl4,160.5
517,HS,DT,S,DT_S,rsl2rsl4,190.8
518,HS,DT,S,DT_S,rsl2rsl4,128.1
519,HS,DT,S,DT_S,rsl2rsl4,158.9
520,HS,DT,S,DT_S,rsl2rsl4,191.2
521,HS,DT,S,DT_S,rsl2rsl4,93.4
522,HS,DT,S,DT_S,rsl2rsl4,122.7
523,HS,DT,S,DT_S,rsl2rsl4,128.2
524,HS,DT,S,DT_S,rsl2rsl4,148.1
525,HS,DT,S,DT_S,rsl2rsl4,100.1
526,HS,DT,S,DT_S,rsl2rsl4,105.9
527,HS,DT,S,DT_S,rsl2rsl4,107.5
528,HS,DT,S,DT_S,rsl2rsl4,119.4
529,HS,DT,S,DT_S,rsl2rsl4,92
530,HS,DT,S,DT_S,rsl2rsl4,105.2
