num,batch,date,isolates,plot,position,measure,value
892,20240501,12d,10C12,2,2,DRI,5
893,20240501,12d,10C12,2,3,DRI,3.5
894,20240501,12d,10C12,2,4,DRI,2.5
895,20240501,12d,10C12,2,5,DRI,2
896,20240501,12d,10C12,2,1,DRI,2.5
897,20240501,12d,10C12,2,2,DRI,4.5
898,20240501,12d,10C12,2,3,DRI,5
899,20240501,12d,10C12,2,4,DRI,5
900,20240501,12d,10C12,2,5,DRI,3.5
901,20240501,12d,gl2,1,1,DRI,1.5
902,20240501,12d,gl2,1,2,DRI,1.5
903,20240501,12d,gl2,1,3,DRI,3
904,20240501,12d,gl2,1,4,DRI,3
905,20240501,12d,gl2,1,5,DRI,1
906,20240501,12d,gl2,1,1,DRI,1.5
907,20240501,12d,gl2,1,2,DRI,1.5
908,20240501,12d,gl2,1,3,DRI,2.5
909,20240501,12d,gl2,1,4,DRI,2.5
910,20240501,12d,gl2,1,5,DRI,2
911,20240501,12d,gl2,2,1,DRI,1.5
912,20240501,12d,gl2,2,2,DRI,3.5
913,20240501,12d,gl2,2,3,DRI,5
914,20240501,12d,gl2,2,4,DRI,3
915,20240501,12d,gl2,2,5,DRI,2.5
916,20240501,12d,gl2,2,1,DRI,1.5
917,20240501,12d,gl2,2,2,DRI,5
918,20240501,12d,gl2,2,3,DRI,5
919,20240501,12d,gl2,2,4,DRI,5
920,20240501,12d,gl2,2,5,DRI,2
921,20240501,12d,AR,1,1,DRI,2
922,20240501,12d,AR,1,2,DRI,5
923,20240501,12d,AR,1,3,DRI,5
924,20240501,12d,AR,1,4,DRI,5
925,20240501,12d,AR,1,5,DRI,3.5
926,20240501,12d,AR,1,1,DRI,2
927,20240501,12d,AR,1,2,DRI,5
928,20240501,12d,AR,1,3,DRI,4
929,20240501,12d,AR,1,4,DRI,3.5
930,20240501,12d,AR,1,5,DRI,2.5
931,20240501,12d,AR,2,1,DRI,2.5
932,20240501,12d,AR,2,2,DRI,5
933,20240501,12d,AR,2,3,DRI,5
934,20240501,12d,AR,2,4,DRI,3.5
935,20240501,12d,AR,2,5,DRI,2
936,20240501,12d,AR,2,1,DRI,3
937,20240501,12d,AR,2,2,DRI,5
938,20240501,12d,AR,2,3,DRI,5
939,20240501,12d,AR,2,4,DRI,4.5
940,20240501,12d,AR,2,5,DRI,5
941,20240501,13d,buffer,1,1,DRI,2.5
942,20240501,13d,buffer,1,2,DRI,3
943,20240501,13d,buffer,1,3,DRI,2
944,20240501,13d,buffer,1,4,DRI,2.5
945,20240501,13d,buffer,1,5,DRI,2
946,20240501,13d,buffer,1,1,DRI,1
947,20240501,13d,buffer,1,2,DRI,1.5
948,20240501,13d,buffer,1,3,DRI,1.5
949,20240501,13d,buffer,1,4,DRI,1.5
950,20240501,13d,buffer,1,5,DRI,2
951,20240501,13d,buffer,2,1,DRI,3.5
952,20240501,13d,buffer,2,2,DRI,2.5
953,20240501,13d,buffer,2,3,DRI,2.5
954,20240501,13d,buffer,2,4,DRI,4
955,20240501,13d,buffer,2,5,DRI,3.5
956,20240501,13d,buffer,2,1,DRI,1.5
957,20240501,13d,buffer,2,2,DRI,3
958,20240501,13d,buffer,2,3,DRI,3
959,20240501,13d,buffer,2,4,DRI,4.5
960,20240501,13d,buffer,2,5,DRI,1.5
961,20240501,13d,4F10,1,1,DRI,3.5
962,20240501,13d,4F10,1,2,DRI,3.5
963,20240501,13d,4F10,1,3,DRI,3.5
964,20240501,13d,4F10,1,4,DRI,3.5
965,20240501,13d,4F10,1,5,DRI,1.5
966,20240501,13d,4F10,1,1,DRI,1.5
967,20240501,13d,4F10,1,2,DRI,2
968,20240501,13d,4F10,1,3,DRI,2.5
969,20240501,13d,4F10,1,4,DRI,3
970,20240501,13d,4F10,1,5,DRI,4
971,20240501,13d,4F10,2,2.5,DRI,3
972,20240501,13d,4F10,2,2,DRI,2
973,20240501,13d,4F10,2,3,DRI,4
974,20240501,13d,4F10,2,4,DRI,2.5
975,20240501,13d,4F10,2,5,DRI,2
976,20240501,13d,4F10,2,1,DRI,1.5
977,20240501,13d,4F10,2,2,DRI,2.5
978,20240501,13d,4F10,2,3,DRI,2.5
979,20240501,13d,4F10,2,4,DRI,4
980,20240501,13d,4F10,2,5,DRI,3.5
981,20240501,13d,5A12,1,1,DRI,1
982,20240501,13d,5A12,1,2,DRI,2
983,20240501,13d,5A12,1,3,DRI,2.5
984,20240501,13d,5A12,1,4,DRI,2
985,20240501,13d,5A12,1,5,DRI,1.5
986,20240501,13d,5A12,1,1,DRI,2.5
987,20240501,13d,5A12,1,2,DRI,2
988,20240501,13d,5A12,1,3,DRI,1.5
989,20240501,13d,5A12,1,4,DRI,1.5
990,20240501,13d,5A12,1,5,DRI,1.5
991,20240501,13d,5A12,2,1,DRI,1.5
992,20240501,13d,5A12,2,2,DRI,2
993,20240501,13d,5A12,2,3,DRI,2.5
994,20240501,13d,5A12,2,4,DRI,3
995,20240501,13d,5A12,2,5,DRI,2
996,20240501,13d,5A12,2,1,DRI,1.5
997,20240501,13d,5A12,2,2,DRI,3
998,20240501,13d,5A12,2,3,DRI,3
999,20240501,13d,5A12,2,4,DRI,3
1000,20240501,13d,5A12,2,5,DRI,2
1001,20240501,13d,10C12,1,1,DRI,1
1002,20240501,13d,10C12,1,2,DRI,3
1003,20240501,13d,10C12,1,3,DRI,2
1004,20240501,13d,10C12,1,4,DRI,1.5
1005,20240501,13d,10C12,1,5,DRI,2
1006,20240501,13d,10C12,1,1,DRI,2
1007,20240501,13d,10C12,1,2,DRI,3
1008,20240501,13d,10C12,1,3,DRI,2.5
1009,20240501,13d,10C12,1,4,DRI,2
1010,20240501,13d,10C12,1,5,DRI,2
1011,20240501,13d,10C12,2,1,DRI,2
1012,20240501,13d,10C12,2,2,DRI,3
1013,20240501,13d,10C12,2,3,DRI,2.5
1014,20240501,13d,10C12,2,4,DRI,2
1015,20240501,13d,10C12,2,5,DRI,1
1016,20240501,13d,10C12,2,1,DRI,1
1017,20240501,13d,10C12,2,2,DRI,3
1018,20240501,13d,10C12,2,3,DRI,4.5
1019,20240501,13d,10C12,2,4,DRI,5
1020,20240501,13d,10C12,2,5,DRI,2.5
1021,20240501,13d,gl2,1,1,DRI,1.5
1022,20240501,13d,gl2,1,2,DRI,1
1023,20240501,13d,gl2,1,3,DRI,2.5
1024,20240501,13d,gl2,1,4,DRI,2.5
1025,20240501,13d,gl2,1,5,DRI,1
1026,20240501,13d,gl2,1,1,DRI,1
1027,20240501,13d,gl2,1,2,DRI,1
1028,20240501,13d,gl2,1,3,DRI,2
1029,20240501,13d,gl2,1,4,DRI,2
1030,20240501,13d,gl2,1,5,DRI,2
1031,20240501,13d,gl2,2,1,DRI,1
1032,20240501,13d,gl2,2,2,DRI,2
1033,20240501,13d,gl2,2,3,DRI,2.5
1034,20240501,13d,gl2,2,4,DRI,3
1035,20240501,13d,gl2,2,5,DRI,1.5
1036,20240501,13d,gl2,2,1,DRI,1.5
1037,20240501,13d,gl2,2,2,DRI,3
1038,20240501,13d,gl2,2,3,DRI,3
1039,20240501,13d,gl2,2,4,DRI,4.5
1040,20240501,13d,gl2,2,5,DRI,1.5
1041,20240501,13d,AR,1,1,DRI,1
1042,20240501,13d,AR,1,2,DRI,3
1043,20240501,13d,AR,1,3,DRI,3.5
1044,20240501,13d,AR,1,4,DRI,5
1045,20240501,13d,AR,1,5,DRI,3
1046,20240501,13d,AR,1,1,DRI,1
1047,20240501,13d,AR,1,2,DRI,3
1048,20240501,13d,AR,1,3,DRI,3.5
1049,20240501,13d,AR,1,4,DRI,3
1050,20240501,13d,AR,1,5,DRI,1.5
1051,20240501,13d,AR,2,1,DRI,2
1052,20240501,13d,AR,2,2,DRI,4
1053,20240501,13d,AR,2,3,DRI,4
1054,20240501,13d,AR,2,4,DRI,2.5
1055,20240501,13d,AR,2,5,DRI,1
1056,20240501,13d,AR,2,1,DRI,2
1057,20240501,13d,AR,2,2,DRI,3.5
1058,20240501,13d,AR,2,3,DRI,3.5
1059,20240501,13d,AR,2,4,DRI,3
1060,20240501,13d,AR,2,5,DRI,3.5
1061,20240501,14d,buffer,1,1,DRI,
1062,20240501,14d,buffer,1,2,DRI,
1063,20240501,14d,buffer,1,3,DRI,
1064,20240501,14d,buffer,1,4,DRI,
1065,20240501,14d,buffer,1,5,DRI,
1066,20240501,14d,buffer,1,1,DRI,
1067,20240501,14d,buffer,1,2,DRI,
1068,20240501,14d,buffer,1,3,DRI,
1069,20240501,14d,buffer,1,4,DRI,
1070,20240501,14d,buffer,1,5,DRI,
1071,20240501,14d,buffer,2,1,DRI,
1072,20240501,14d,buffer,2,2,DRI,
1073,20240501,14d,buffer,2,3,DRI,
1074,20240501,14d,buffer,2,4,DRI,
1075,20240501,14d,buffer,2,5,DRI,
1076,20240501,14d,buffer,2,1,DRI,
1077,20240501,14d,buffer,2,2,DRI,
1078,20240501,14d,buffer,2,3,DRI,
1079,20240501,14d,buffer,2,4,DRI,
1080,20240501,14d,buffer,2,5,DRI,
1081,20240501,14d,4F10,1,1,DRI,
1082,20240501,14d,4F10,1,2,DRI,
1083,20240501,14d,4F10,1,3,DRI,
1084,20240501,14d,4F10,1,4,DRI,
1085,20240501,14d,4F10,1,5,DRI,
1086,20240501,14d,4F10,1,1,DRI,
1087,20240501,14d,4F10,1,2,DRI,
1088,20240501,14d,4F10,1,3,DRI,
1089,20240501,14d,4F10,1,4,DRI,
1090,20240501,14d,4F10,1,5,DRI,
1091,20240501,14d,4F10,2,1,DRI,
1092,20240501,14d,4F10,2,2,DRI,
1093,20240501,14d,4F10,2,3,DRI,
1094,20240501,14d,4F10,2,4,DRI,
1095,20240501,14d,4F10,2,5,DRI,
1096,20240501,14d,4F10,2,1,DRI,
1097,20240501,14d,4F10,2,2,DRI,
1098,20240501,14d,4F10,2,3,DRI,
1099,20240501,14d,4F10,2,4,DRI,
1100,20240501,14d,4F10,2,5,DRI,
1101,20240501,14d,5A12,1,1,DRI,
1102,20240501,14d,5A12,1,2,DRI,
1103,20240501,14d,5A12,1,3,DRI,
1104,20240501,14d,5A12,1,4,DRI,
1105,20240501,14d,5A12,1,5,DRI,
1106,20240501,14d,5A12,1,1,DRI,
1107,20240501,14d,5A12,1,2,DRI,
1108,20240501,14d,5A12,1,3,DRI,
1109,20240501,14d,5A12,1,4,DRI,
1110,20240501,14d,5A12,1,5,DRI,
1111,20240501,14d,5A12,2,1,DRI,
1112,20240501,14d,5A12,2,2,DRI,
1113,20240501,14d,5A12,2,3,DRI,
1114,20240501,14d,5A12,2,4,DRI,
1115,20240501,14d,5A12,2,5,DRI,
1116,20240501,14d,5A12,2,1,DRI,
1117,20240501,14d,5A12,2,2,DRI,
1118,20240501,14d,5A12,2,3,DRI,
1119,20240501,14d,5A12,2,4,DRI,
1120,20240501,14d,5A12,2,5,DRI,
1121,20240501,14d,10C12,1,1,DRI,
1122,20240501,14d,10C12,1,2,DRI,
1123,20240501,14d,10C12,1,3,DRI,
1124,20240501,14d,10C12,1,4,DRI,
1125,20240501,14d,10C12,1,5,DRI,
1126,20240501,14d,10C12,1,1,DRI,
1127,20240501,14d,10C12,1,2,DRI,
1128,20240501,14d,10C12,1,3,DRI,
1129,20240501,14d,10C12,1,4,DRI,
1130,20240501,14d,10C12,1,5,DRI,
1131,20240501,14d,10C12,2,1,DRI,
1132,20240501,14d,10C12,2,2,DRI,
1133,20240501,14d,10C12,2,3,DRI,
1134,20240501,14d,10C12,2,4,DRI,
1135,20240501,14d,10C12,2,5,DRI,
1136,20240501,14d,10C12,2,1,DRI,
1137,20240501,14d,10C12,2,2,DRI,
1138,20240501,14d,10C12,2,3,DRI,
1139,20240501,14d,10C12,2,4,DRI,
1140,20240501,14d,10C12,2,5,DRI,
1141,20240501,14d,gl2,1,1,DRI,
1142,20240501,14d,gl2,1,2,DRI,
1143,20240501,14d,gl2,1,3,DRI,
1144,20240501,14d,gl2,1,4,DRI,
1145,20240501,14d,gl2,1,5,DRI,
1146,20240501,14d,gl2,1,1,DRI,
1147,20240501,14d,gl2,1,2,DRI,
1148,20240501,14d,gl2,1,3,DRI,
1149,20240501,14d,gl2,1,4,DRI,
1150,20240501,14d,gl2,1,5,DRI,
1151,20240501,14d,gl2,2,1,DRI,
1152,20240501,14d,gl2,2,2,DRI,
1153,20240501,14d,gl2,2,3,DRI,
1154,20240501,14d,gl2,2,4,DRI,
1155,20240501,14d,gl2,2,5,DRI,
1156,20240501,14d,gl2,2,1,DRI,
1157,20240501,14d,gl2,2,2,DRI,
1158,20240501,14d,gl2,2,3,DRI,
1159,20240501,14d,gl2,2,4,DRI,
1160,20240501,14d,gl2,2,5,DRI,
1161,20240501,14d,AR,1,1,DRI,
1162,20240501,14d,AR,1,2,DRI,
1163,20240501,14d,AR,1,3,DRI,
1164,20240501,14d,AR,1,4,DRI,
1165,20240501,14d,AR,1,5,DRI,
1166,20240501,14d,AR,1,1,DRI,
1167,20240501,14d,AR,1,2,DRI,
1168,20240501,14d,AR,1,3,DRI,
1169,20240501,14d,AR,1,4,DRI,
1170,20240501,14d,AR,1,5,DRI,
1171,20240501,14d,AR,2,1,DRI,
1172,20240501,14d,AR,2,2,DRI,
1173,20240501,14d,AR,2,3,DRI,
1174,20240501,14d,AR,2,4,DRI,
1175,20240501,14d,AR,2,5,DRI,
1176,20240501,14d,AR,2,1,DRI,
1177,20240501,14d,AR,2,2,DRI,
1178,20240501,14d,AR,2,3,DRI,
1179,20240501,14d,AR,2,4,DRI,
1180,20240501,14d,AR,2,5,DRI,
1181,20240501,14d,DER,2,1,DRI,
1182,20240501,14d,DER,2,2,DRI,
1183,20240501,14d,DER,2,3,DRI,
1184,20240501,14d,DER,2,4,DRI,
1185,20240501,14d,DER,2,5,DRI,
1186,20240501,14d,DER,2,1,DRI,
1187,20240501,14d,DER,2,2,DRI,
1188,20240501,14d,DER,2,3,DRI,
1189,20240501,14d,DER,2,4,DRI,
1190,20240501,14d,DER,2,5,DRI,
1191,20240501,14d,DER,1,1,DRI,
1192,20240501,14d,DER,1,2,DRI,
1193,20240501,14d,DER,1,3,DRI,
1194,20240501,14d,DER,1,4,DRI,
1195,20240501,14d,DER,1,5,DRI,
1196,20240501,14d,DER,1,1,DRI,
1197,20240501,14d,DER,1,2,DRI,
1198,20240501,14d,DER,1,3,DRI,
1199,20240501,14d,DER,1,4,DRI,
1200,20240501,14d,DER,1,5,DRI,
1201,20240501,15d,buffer,1,1,DRI,
1202,20240501,15d,buffer,1,2,DRI,
1203,20240501,15d,buffer,1,3,DRI,
1204,20240501,15d,buffer,1,4,DRI,
1205,20240501,15d,buffer,1,5,DRI,
1206,20240501,15d,buffer,1,1,DRI,
1207,20240501,15d,buffer,1,2,DRI,
1208,20240501,15d,buffer,1,3,DRI,
1209,20240501,15d,buffer,1,4,DRI,
1210,20240501,15d,buffer,1,5,DRI,
1211,20240501,15d,buffer,2,1,DRI,
1212,20240501,15d,buffer,2,2,DRI,
1213,20240501,15d,buffer,2,3,DRI,
1214,20240501,15d,buffer,2,4,DRI,
1215,20240501,15d,buffer,2,5,DRI,
1216,20240501,15d,buffer,2,1,DRI,
1217,20240501,15d,buffer,2,2,DRI,
1218,20240501,15d,buffer,2,3,DRI,
1219,20240501,15d,buffer,2,4,DRI,
1220,20240501,15d,buffer,2,5,DRI,
1221,20240501,15d,4F10,1,1,DRI,
1222,20240501,15d,4F10,1,2,DRI,
1223,20240501,15d,4F10,1,3,DRI,
1224,20240501,15d,4F10,1,4,DRI,
1225,20240501,15d,4F10,1,5,DRI,
1226,20240501,15d,4F10,1,1,DRI,
1227,20240501,15d,4F10,1,2,DRI,
1228,20240501,15d,4F10,1,3,DRI,
1229,20240501,15d,4F10,1,4,DRI,
1230,20240501,15d,4F10,1,5,DRI,
1231,20240501,15d,4F10,2,1,DRI,
1232,20240501,15d,4F10,2,2,DRI,
1233,20240501,15d,4F10,2,3,DRI,
1234,20240501,15d,4F10,2,4,DRI,
1235,20240501,15d,4F10,2,5,DRI,
1236,20240501,15d,4F10,2,1,DRI,
1237,20240501,15d,4F10,2,2,DRI,
1238,20240501,15d,4F10,2,3,DRI,
1239,20240501,15d,4F10,2,4,DRI,
1240,20240501,15d,4F10,2,5,DRI,
1241,20240501,15d,5A12,1,1,DRI,
1242,20240501,15d,5A12,1,2,DRI,
1243,20240501,15d,5A12,1,3,DRI,
1244,20240501,15d,5A12,1,4,DRI,
1245,20240501,15d,5A12,1,5,DRI,
1246,20240501,15d,5A12,1,1,DRI,
1247,20240501,15d,5A12,1,2,DRI,
1248,20240501,15d,5A12,1,3,DRI,
1249,20240501,15d,5A12,1,4,DRI,
1250,20240501,15d,5A12,1,5,DRI,
1251,20240501,15d,5A12,2,1,DRI,
1252,20240501,15d,5A12,2,2,DRI,
1253,20240501,15d,5A12,2,3,DRI,
1254,20240501,15d,5A12,2,4,DRI,
1255,20240501,15d,5A12,2,5,DRI,
1256,20240501,15d,5A12,2,1,DRI,
1257,20240501,15d,5A12,2,2,DRI,
1258,20240501,15d,5A12,2,3,DRI,
1259,20240501,15d,5A12,2,4,DRI,
1260,20240501,15d,5A12,2,5,DRI,
1261,20240501,15d,10C12,1,1,DRI,
1262,20240501,15d,10C12,1,2,DRI,
1263,20240501,15d,10C12,1,3,DRI,
1264,20240501,15d,10C12,1,4,DRI,
1265,20240501,15d,10C12,1,5,DRI,
1266,20240501,15d,10C12,1,1,DRI,
1267,20240501,15d,10C12,1,2,DRI,
1268,20240501,15d,10C12,1,3,DRI,
1269,20240501,15d,10C12,1,4,DRI,
1270,20240501,15d,10C12,1,5,DRI,
1271,20240501,15d,10C12,2,1,DRI,
1272,20240501,15d,10C12,2,2,DRI,
1273,20240501,15d,10C12,2,3,DRI,
1274,20240501,15d,10C12,2,4,DRI,
1275,20240501,15d,10C12,2,5,DRI,
1276,20240501,15d,10C12,2,1,DRI,
1277,20240501,15d,10C12,2,2,DRI,
1278,20240501,15d,10C12,2,3,DRI,
1279,20240501,15d,10C12,2,4,DRI,
1280,20240501,15d,10C12,2,5,DRI,
1281,20240501,15d,gl2,1,1,DRI,
1282,20240501,15d,gl2,1,2,DRI,
1283,20240501,15d,gl2,1,3,DRI,
1284,20240501,15d,gl2,1,4,DRI,
1285,20240501,15d,gl2,1,5,DRI,
1286,20240501,15d,gl2,1,1,DRI,
1287,20240501,15d,gl2,1,2,DRI,
1288,20240501,15d,gl2,1,3,DRI,
1289,20240501,15d,gl2,1,4,DRI,
1290,20240501,15d,gl2,1,5,DRI,
1291,20240501,15d,gl2,2,1,DRI,
1292,20240501,15d,gl2,2,2,DRI,
1293,20240501,15d,gl2,2,3,DRI,
1294,20240501,15d,gl2,2,4,DRI,
1295,20240501,15d,gl2,2,5,DRI,
1296,20240501,15d,gl2,2,1,DRI,
1297,20240501,15d,gl2,2,2,DRI,
1298,20240501,15d,gl2,2,3,DRI,
1299,20240501,15d,gl2,2,4,DRI,
1300,20240501,15d,gl2,2,5,DRI,
1301,20240501,15d,AR,1,1,DRI,
1302,20240501,15d,AR,1,2,DRI,
1303,20240501,15d,AR,1,3,DRI,
1304,20240501,15d,AR,1,4,DRI,
1305,20240501,15d,AR,1,5,DRI,
1306,20240501,15d,AR,1,1,DRI,
1307,20240501,15d,AR,1,2,DRI,
1308,20240501,15d,AR,1,3,DRI,
1309,20240501,15d,AR,1,4,DRI,
1310,20240501,15d,AR,1,5,DRI,
1311,20240501,15d,AR,2,1,DRI,
1312,20240501,15d,AR,2,2,DRI,
1313,20240501,15d,AR,2,3,DRI,
1314,20240501,15d,AR,2,4,DRI,
1315,20240501,15d,AR,2,5,DRI,
1316,20240501,15d,AR,2,1,DRI,
1317,20240501,15d,AR,2,2,DRI,
1318,20240501,15d,AR,2,3,DRI,
1319,20240501,15d,AR,2,4,DRI,
1320,20240501,15d,AR,2,5,DRI,
1321,20240501,15d,DER,2,1,DRI,
1322,20240501,15d,DER,2,2,DRI,
1323,20240501,15d,DER,2,3,DRI,
1324,20240501,15d,DER,2,4,DRI,
1325,20240501,15d,DER,2,5,DRI,
1326,20240501,15d,DER,2,1,DRI,
1327,20240501,15d,DER,2,2,DRI,
1328,20240501,15d,DER,2,3,DRI,
1329,20240501,15d,DER,2,4,DRI,
1330,20240501,15d,DER,2,5,DRI,
1331,20240501,15d,DER,1,1,DRI,
1332,20240501,15d,DER,1,2,DRI,
1333,20240501,15d,DER,1,3,DRI,
1334,20240501,15d,DER,1,4,DRI,
1335,20240501,15d,DER,1,5,DRI,
1336,20240501,15d,DER,1,1,DRI,
1337,20240501,15d,DER,1,2,DRI,
1338,20240501,15d,DER,1,3,DRI,
1339,20240501,15d,DER,1,4,DRI,
1340,20240501,15d,DER,1,5,DRI,